ITEMID,JUDUL,PENULIS,KURIKULUM,TAHUNTERBIT,JENJANG,PARETO, HARGA 
0073320020,AKUNTANSI KEUANGAN (IFRS) ED.8 JL.2#,HORNGREN & HARRISON,PERTI,2013,PERTI,0," 278,000 "
0073320030,AKUNTANSI KEUANGAN LANJUTAN ED. IFRS#,GOLRIDA KARYAWATI,PERTI,2012,PERTI,0," 100,000 "
0073320040,PASAR MODAL&MANAJEMEN PORTOFOLIO/JL.2/PERTI,MOHAMAD SAMSUL,PERTI,2015,PERTI,0," 226,000 "
0073340020,KOPERASI & UMKM SBG FONDASI PEREKONOMIAN INDONESIA,M. AZRUL TANJUNG,PERTI,2017,PERTI,0," 75,000 "
0073390010,MAKROEKONOMI ED.6,BLANCHARD-JOHNSON,PERTI,2017,PERTI,0," 240,000 "
0073400070,POLITIK HUKUM HAK ASASI MANUSIA#,SUPARMAN MARZUKI,PERTI,2014,PERTI,0," 150,000 "
0073400090,ILMU NEGARA,HOTMA SIBUEA,PERTI,2015,PERTI,0," 150,000 "
0073430020,TANGGUNG JAWAB HUKUM PADA PERUSAHAAN GRUP DI INDONESIA#,SULISTIOWATI,PERTI,2014,PERTI,0," 115,000 "
0073440010,"HUKUM TENAGA KERJA, SUATU PENGANTAR",PROF. KOESPARMONO IRSAN-DR. ARMANSYAH,PERTI,2016,PERTI,0," 100,000 "
0073440020,HAK KONSTITUSIONAL DALAM HUKUM TATA NEGARA INDONESIA,A. ASHIN THOHARI,PERTI,2016,PERTI,0," 125,000 "
0073460010,HUKUM ACARA PERDATA,V. HARLEN SINAGA,PERTI,2015,PERTI,0," 108,000 "
0073630010,PERMUKIMAN BERKELANJUTAN: TELAAH PSIKOLOGI SOSIAL,ARIEF SABARUDDIN,PERTI,2016,PERTI,0," 65,000 "
0073700020,TEORI2 BELAJAR & PEMBELAJARAN#,"RATNA WILIS DAHAR,PROF DR,MSC",PERTI,2011,PERTI,0," 128,000 "
0073700030,MENGAPA SISWA GAGAL#,JOHN HOLT,PERTI,2011,PERTI,0," 162,000 "
0073700040,GURU SEBAGAI PELATIH KELAS#,ANDI STIX & FRANK HRBEK,PERTI,2013,PERTI,0," 128,000 "
0073700060,BAGAIMANA SISWA BELAJAR#,JOHN HOLT,PERTI,2012,PERTI,0," 128,000 "
0073700070,PROSES KREASI GAMBAR ANAK PROSES BELAJAR#,PRIMADI TABRANI,PERTI,2014,PERTI,0," 110,000 "
0073700080,PENGEMBANGAN PROFESI BIMBINGAN & KONSELING,DRS. MOCHAMAD NURSALIM,PERTI,2015,PERTI,0," 150,000 "
0073700090,PENGANTAR PENDIDIKAN,AMIN KUNEIFI,PERTI,2016,PERTI,0," 45,000 "
0073780010,PEMBELAJARAN MATEMATIKA UNTUK PGSD,YOPPY WAHYU PURNOMO,PERTI,2015,PERTI,0," 85,000 "
0073840010,KOMUNIKASI BISNIS ED. 4#,DJOKO PURWANTO,PERTI,2011,PERTI,0," 255,000 "
0074000010,BAHASA INDONESIA UNTUK PERTI#,KUNJANA RAHARDI,PERTI,2011,PERTI,0," 128,000 "
0074000030,BAHASA INDONESIA U/ PERTI: SUBSTANSI KAJIAN & PENERAPANNYA,PROF. DR. H. ACHMAD H.P.,PERTI,2016,PERTI,0," 93,000 "
0074070010,PENELITIAN TINDAKAN KELAS U/ PENGEMBANGAN PROFESI PENDIDIK#,SAUR TAMPUBOLON,PERTI,2014,PERTI,0," 116,000 "
0074110010,"KIAT JITU MENULIS SKRIPSI, TESIS & DISERTASI#",SUTANTO LEO,PERTI,2013,PERTI,0," 110,000 "
0074110020,METODOLOGI PENULISAN ILMIAH#,DR WILLIAM CHANG,PERTI,2014,PERTI,0," 110,000 "
0074110030,MUDAH MENULIS BUKU,MUDRAJAD KUNCORO,PERTI,2017,PERTI,0," 80,000 "
0074280010,PANDUAN BAGI GURU BAHASA INGGRIS#,HELENA CERANIC,PERTI,2013,PERTI,0," 110,000 "
0075010010,WAWASAN IPTEKS,DADANG A.M.-AMIRUDDIN-EDDYMAN W.F.,PERTI,2015,PERTI,0," 65,000 "
0075100010,PANDUAN GURU MENGAJAR MATEMATIKA#,MIKE OLLERTON,PERTI,2012,PERTI,0," 75,000 "
0075100030,KALKULUS ED.13 JL.1,"GEORGE B. THOMAS, JR",PERTI,2017,PERTI,0," 300,000 "
0075110020,BERPIKIR MATEMATIS: MATEMATIKA UNTUK SEMUA,WONO SETYA BUDHI,PERTI,2015,PERTI,0," 113,000 "
0075150010,ANALISIS REAL ELEMENTER DG ILUSTRASI GRAFIS & NUMERIS,JULAN HERNANDI,PERTI,2016,PERTI,0," 175,000 "
0075190010,PENGANTAR TEORI GRAF ED.5,ROBIN WILSON,PERTI,2016,PERTI,0," 80,000 "
0075300030,FISIKA: PRINSIP & APLIKASI JL.1 ED. 7#,DOUGLAS C. GIANCOLI,PERTI,2014,PERTI,0," 310,000 "
0075300040,FISIKA: PRINSIP & APLIKASI JL.2 ED. 7,DOUGLAS C. GIANCOLI,PERTI,2015,PERTI,0," 245,000 "
0075300050,FISIKA DASAR ED. 7/1,HALLIDAY-RESNICK,PERTI,2012,PERTI,0," 310,000 "
0075300060,FISIKA DASAR ED. 7/2,HALLIDAY-RESNICK,PERTI,2013,PERTI,0," 370,000 "
0075300070,FISIKA DASAR ED. 7/3,HALLIDAY-RESNICK-WALKER,PERTI,2014,PERTI,0," 255,000 "
0075470010,KIMIA ORGANIK ED.2,RISWIYANTO,PERTI,2016,PERTI,0," 210,000 "
0075720010,BIOENERGETIKA/PERTI,"PROF.DR.DRH. MARIA BINTANG, M.S",PERTI,2015,PERTI,0," 93,000 "
0075740010,BIOLOGI MOLEKULAR-PRINSIP DASAR ANALISIS#,FATCHIYAH,PERTI,2011,PERTI,0," 150,000 "
0075740030,PENGANTAR BIOLOGI EVOLUSI#,EDDYMAN FERIAL,PERTI,2014,PERTI,0," 100,000 "
0075800010,FIKOLOGI,EDDYMAN W. FERIAL-MUHTADIN A.S.,PERTI,2016,PERTI,0," 45,000 "
0076070010,PEMBELAJARAN BERBASIS TEMA#,DR WACHYU SUNDAYANA,PERTI,2014,PERTI,0," 65,000 "
0076070020,DESAIN INSTRUKSIONAL MODERN EDISI.4#,M.ALWI SUPARMAN,PERTI,2014,PERTI,0," 175,000 "
0076100090,AT A GLANCE OSCE,BLUNDELL,PERTI,2015,PERTI,0," 273,000 "
0076100100,AT A GLANCE REUMATOLOGI ORTOPEDI & TRAUMA,SWALES,PERTI,2015,PERTI,0," 157,000 "
0076100130,LECTURE NOTES: GASTROENTEROLOGI & HEPATOLOGI#,EMMANUEL,PERTI,2014,PERTI,0," 220,000 "
0076100140,ASUHAN KEBIDANAN PERSALINAN & BAYI BARU LAHIR#,JENNY JS SONDAKH,PERTI,2013,PERTI,0," 145,000 "
0076100150,PRAKTIK LABORATORIUM KEPERAWATAN JL.1,RATNA HIDAYATI,PERTI,2014,PERTI,0," 102,000 "
0076100160,PENCITRAAN GASTROINTESTINAL#,JONATHAN LORENZ,PERTI,2014,PERTI,0," 278,000 "
0076100170,HEMATOLOGI & TRANSFUSI#,RUKMAN KISWARI,PERTI,2014,PERTI,0," 168,000 "
0076100180,UKDI CBT,"SUKMA SAHADEWA, DKK",PERTI,2014,PERTI,0," 133,000 "
0076100190,PENYAKIT KARDIOVASKULAR PADA WANITA#,KEVIN A. BYBEE,PERTI,2014,PERTI,0," 186,000 "
0076100200,PRAKTIK LABORATORIUM KEPERAWATAN JL.2,RATNA HIDAYATI,PERTI,2014,PERTI,0," 107,000 "
0076100210,AT A GLANCE EMBRIOLOGI,SAMUEL WEBSTER,PERTI,2017,PERTI,0," 82,000 "
0076100240,AT A GLANCE KEDOKTERAN GIGI ANAK#,MONTY DUGGAL,PERTI,2014,PERTI,0," 186,000 "
0076100250,PANDUAN PRAKTIK KLINIS U/ PERAWAT,CLAIRE BOYD,PERTI,2015,PERTI,0," 108,000 "
0076100260,PEMERIKSAAN MUSKULOSKELETAL YANG SISTEMATIS,GEORGE V. LAWRY,PERTI,2016,PERTI,0," 245,000 "
0076100270,"KEBIDANAN 1: KASUS PENYAKIT KRITIS, KOMPLIKASI & KEDARURATAN",MAUREEN RAYNOR,PERTI,2017,PERTI,0," 60,000 "
0076100280,KEBIDANAN: SOAL2 KEBIDANAN & PEMBAHASANNYA#,HELEN WIGHTMAN,PERTI,2014,PERTI,0," 95,000 "
0076100290,KEPERAWATAN MEDIKAL BEDAH: SISTEM KARDIOVASKULAR,"M. ASIKIN, DKK",PERTI,2016,PERTI,0," 57,000 "
0076100300,KEPERAWATAN MEDIKAL BEDAH: SISTEM MUSKULOSKELETAL,"M. ASIKIN, DKK",PERTI,2016,PERTI,0," 65,000 "
0076100310,KESEHATAN KERJA DLM PERSPEKTIF HIPERKES & KESELAMATAN KERJA,SOEDIRMAN & SUMA'MUR,PERTI,2014,PERTI,0," 105,000 "
